Track Name,Artist Name,Album Name,Disc Number,Track Number
Subirusdoistiozin,Criolo,Nó Na Orelha,1,2
Senhor Do Tempo,Charlie Brown Jr.,Imunidade Musical,1,8
Rope,Foo Fighters,Wasting Light,1,2
Solitude,Black Sabbath,Master of Reality (2009 Remastered Version),1,7
Make It Right,Foo Fighters,Concrete and Gold,1,3
Sirens,Pearl Jam,Lightning Bolt,1,4
Moth Into Flame,Metallica,Hardwired…To Self-Destruct (Deluxe),1,4
Hardwired,Metallica,Hardwired…To Self-Destruct (Deluxe),1,1
Jesus Ranch - Demo,Tenacious D,Tribute,1,2
Celebrity Skin,Hole,Celebrity Skin,1,1
Tribute,Tenacious D,Tenacious D,1,3
Ordinary Man (feat. Elton John),"Ozzy Osbourne, Elton John",Ordinary Man (feat. Elton John),1,1
Tribute - Live,Tenacious D,Tenacious D Live,1,10
Powerslave - 2015 Remaster,Iron Maiden,Powerslave (2015 Remaster),1,7
Toss A Coin To Your Witcher,"Sonya Belousova, Giona Ostinelli, Joey Batey",Toss A Coin To Your Witcher,1,1
Sunday Rain,Foo Fighters,Concrete and Gold,1,9
Mr. Jones,Counting Crows,August And Everything After,1,3
Unsung,Helmet,Meantime,1,4
Drown,The Smashing Pumpkins,(Rotten Apples) The Smashing Pumpkins Greatest Hits,1,3
Creeping Death (Remastered),Metallica,Ride The Lightning (Deluxe Remaster),1,7
"In Between Days - Live At The Palace, Auburn Hills, Michigan",The Cure,Show,2,5
Release,Pearl Jam,Ten,1,11
Rearviewmirror (Remastered),Pearl Jam,Vs.,1,8
Once,Pearl Jam,Ten,1,1
State of Love and Trust,Pearl Jam,Singles - Original Motion Picture Soundtrack,1,8
Why Go,Pearl Jam,Ten,1,4
Animal (Remastered),Pearl Jam,Vs.,1,2
"Freak on a Leash - Live At MTV Studio, NYC, 2006",Korn feat. Amy Lee,MTV Unplugged (Live),1,3
Leash (Remastered),Pearl Jam,Vs.,1,11
Sad,Pearl Jam,Lost Dogs,1,2
Brain of J.,Pearl Jam,Yield,1,1
I Got Id,Pearl Jam,rearviewmirror (greatest hits 1991-2003),1,13
Light Years,Pearl Jam,Binaural,1,4
Dance Of The Clairvoyants,Pearl Jam,Dance Of The Clairvoyants,1,1
"Falling Away from Me - Live At MTV Studio, NYC, 2006",Korn,MTV Unplugged (Live),1,4
Blood Sugar Sex Magik,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),1,10
Skin And Bones,Foo Fighters,1050525,1,5
Higher Ground,Stevie Wonder,Innervisions,1,5
Billie Jean,Chris Cornell,Carry On,1,8
Soldier Side,System Of A Down,Hypnotize,1,12
Lost In Hollywood,System Of A Down,Mezmerize,1,11
Kill Rock 'n Roll,System Of A Down,Hypnotize,1,3
2345MEIA78,Gabriel O Pensador,Quebra - Cabeça,1,2
Breath,Pearl Jam,Singles - Original Motion Picture Soundtrack,1,2
Inbetween Days,The Cure,The Head On The Door,1,1
Say Say Say - Remastered 2015,"Paul McCartney, Michael Jackson",Pipes Of Peace,1,2
Smooth Criminal - 2012 Remaster,Michael Jackson,Bad 25th Anniversary,1,10
Human Nature,Michael Jackson,Thriller 25 Super Deluxe Edition,1,7
The Girl Is Mine (with Paul McCartney),"Michael Jackson, Paul McCartney",Thriller 25 Super Deluxe Edition,1,3
Superblood Wolfmoon,Pearl Jam,Superblood Wolfmoon,1,1
1979,The Smashing Pumpkins,(Rotten Apples) The Smashing Pumpkins Greatest Hits,1,9
Mayonaise - Remastered,The Smashing Pumpkins,Siamese Dream (2011 - Remaster),1,9
Today,The Smashing Pumpkins,(Rotten Apples) The Smashing Pumpkins Greatest Hits,1,5
Disarm,The Smashing Pumpkins,(Rotten Apples) The Smashing Pumpkins Greatest Hits,1,6
The Past Recedes,John Frusciante,Curtains,1,1
Cherub Rock - Remastered 2011,The Smashing Pumpkins,Siamese Dream (2011 - Remaster),1,1
It's A Raid (feat. Post Malone),"Ozzy Osbourne, Post Malone",It's A Raid (feat. Post Malone),1,1
All My Life,Ozzy Osbourne,Ordinary Man,1,2
Today Is The End,Ozzy Osbourne,Ordinary Man,1,7
Innervision,System Of A Down,Steal This Album!,1,2
Revenga,System Of A Down,Mezmerize,1,3
Holy Mountains,System Of A Down,Hypnotize,1,8
Forest,System Of A Down,Toxicity,1,8
ATWA,System Of A Down,Toxicity,1,9
Prison Song,System Of A Down,Toxicity,1,1
Folsom Prison Blues,Johnny Cash,I Walk the Line,1,3
I Walk the Line,Johnny Cash,I Walk the Line (Original Soundtrack Recording),1,2
Psycho,System Of A Down,Toxicity,1,13
Violent Pornography,System Of A Down,Mezmerize,1,7
Sugar,System Of A Down,System Of A Down,1,3
Dreaming,System Of A Down,Hypnotize,1,2
Highway Song,System Of A Down,Steal This Album!,1,11
Old School Hollywood,System Of A Down,Mezmerize,1,10
2 Minutes to Midnight - 1998 Remaster,Iron Maiden,Powerslave (1998 Remastered Edition),1,2
Roulette,System Of A Down,Steal This Album!,1,15
Streamline,System Of A Down,Steal This Album!,1,16
Ego Brain,System Of A Down,Steal This Album!,1,13
Sad Statue,System Of A Down,Mezmerize,1,9
Vicinity Of Obscenity,System Of A Down,Hypnotize,1,9
"Kiss Kiss Bang Bang - 12"" version",Specimen,Azoic,1,1
My Way,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,1,5
"Tonight, Tonight",The Smashing Pumpkins,(Rotten Apples) The Smashing Pumpkins Greatest Hits,1,11
Make It Wit Chu,Queens of the Stone Age,Era Vulgaris,1,7
God Is In The Radio,Queens of the Stone Age,Songs For The Deaf,1,11
ROADS UNTRAVELED,Linkin Park,LIVING THINGS,1,8
Fake Plastic Trees,Radiohead,The Bends,1,4
Doll Parts,Hole,Live Through This,1,6
Walking After You,Foo Fighters,The Colour And The Shape,1,12
Right Turn,Alice In Chains,Sap,1,3
The Ballad Of Buck Ravers,SAMURAI,The Ballad Of Buck Ravers,1,1
"Vermilion, Pt. 2",Slipknot,Vol. 3: The Subliminal Verses,1,11
My Sacrifice,Creed,Weathered,1,6
"Rooster - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,Unplugged,1,7
Losing My Religion,R.E.M.,Out Of Time (25th Anniversary Edition),1,2
"Nutshell - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,Unplugged,1,1
Where Is My Mind?,Pixies,Surfer Rosa (Remastered),1,7
She Couldn't,Linkin Park,She Couldn't,1,1
With Arms Wide Open - New Version With Strings,Creed,Human Clay,1,12
If I Had A Tail,Queens of the Stone Age,...Like Clockwork,1,4
Purple Sky,"No Spirit, Swink",Memories We Made,1,10
Letting Go,"tysu, Spencer Hunt",Window Seat,1,12
Mud Master,HM Surf,Cocobolo,1,5
Midnight,"tysu, Spencer Hunt",Window Seat,1,11
Things Will Work Out,"amies, cxlt.",Solitude,1,5
Climb The Roof To Breathe Better,eugenio izzi,Feel Free To Imagine,1,4
Cloudburst,"tysu, Spencer Hunt",Window Seat,1,8
Counting Sheep,"tysu, Spencer Hunt",Window Seat,1,1
Cloyster,HM Surf,Cocobolo,1,6
Sugar Haze,HM Surf,Cocobolo,1,1
Blue Moon,"tysu, Spencer Hunt",Window Seat,1,2
In The Grass,No Spirit,Memories We Made,1,5
Some Alone Time,No Spirit,Memories We Made,1,6
Isolated,"amies, cxlt.",Solitude,1,4
La Rochelle,"No Spirit, mell-ø, Sitting Duck",Memories We Made,1,8
Breeze,"tysu, Spencer Hunt",Window Seat,1,10
Away,Chiccote's Beats,Illusion,1,1
The Fairie's City,eugenio izzi,Feel Free To Imagine,1,5
Over The Clouds,"iamalex, Dillan Witherow, azula",Beginnings,1,4
The Vet,HM Surf,Cocobolo,1,4
Staying In,"tysu, Spencer Hunt",Window Seat,1,3
Falling Forward,"iamalex, Dillan Witherow, Chris Mazuera",Beginnings,1,6
On My Way,Blumen,La Hague,1,3
Illusion,"Chiccote's Beats, Pueblo Vista",Illusion,1,5
Hope,No Spirit,Memories We Made,1,4
Lazy Morning,"iamalex, Dillan Witherow",Beginnings,1,7
Washed Ashore,"No Spirit, Mondo Loops",Memories We Made,1,11
Rain In My Head,"No Spirit, Kupla",Memories We Made,1,3
Not the Same,"amies, cxlt.",Solitude,1,3
Rainy Day,"tysu, Spencer Hunt",Window Seat,1,5
Mount and Blade,HM Surf,Cocobolo,1,3
Stay,"Blumen, Tah.",La Hague,1,4
"Distant, But Near Realities",eugenio izzi,Feel Free To Imagine,1,3
La Hague,Blumen,La Hague,1,2
Nightwalk,"iamalex, Dillan Witherow, azula",Beginnings,1,2
Pink Skies,"tysu, Spencer Hunt",Window Seat,1,4
Going South,Blumen,La Hague,1,1
Icy Waves,"HM Surf, Iceboi",Cocobolo,1,2
Above Water,"iamalex, Dillan Witherow",Beginnings,1,3
Trees In The Wind,No Spirit,Memories We Made,1,2
Train Of Thought,"No Spirit, Sitting Duck",Memories We Made,1,7
Dawn,"tysu, Spencer Hunt",Window Seat,1,7
Coral,"iamalex, Dillan Witherow",Beginnings,1,5
Broken,"amies, cxlt.",Solitude,1,2
Control The Sky,"Blumen, Hoogway",La Hague,1,6
"I'll Wait For You at Home, Even If It's Raining",eugenio izzi,Feel Free To Imagine,1,2
Get Lost In The Mind's Ocean,eugenio izzi,Feel Free To Imagine,1,1
Memories We Made,No Spirit,Memories We Made,1,1
It’s Okay,"amies, cxlt.",Solitude,1,6
Moonwake,"tysu, Spencer Hunt",Window Seat,1,9
The Day You Left,"amies, cxlt.",Solitude,1,1
Timeless,Chiccote's Beats,Illusion,1,3
Finding,Chiccote's Beats,Illusion,1,2
Feels Like Home,"iamalex, Dillan Witherow, tender spring",Beginnings,1,1
Havana,"No Spirit, Sitting Duck",Memories We Made,1,9
Waiting For The Sun,No Spirit,Memories We Made,1,12
It’s Chronic,HM Surf,Cocobolo,1,7
Dusk,"tysu, Spencer Hunt",Window Seat,1,6
Hey Jerry,HM Surf,Cocobolo,1,8
Back,Chiccote's Beats,Illusion,1,4
L'aube,"Blumen, mell-ø",La Hague,1,5
Render Your Heart,BluntOne,Cloud Surfing,1,5
Afloat Again,"mell-ø, Ambulo",Afloat Again,1,3
Looking Back,goosetaf,Perpetual,1,3
Solace,"mell-ø, Ambulo",Afloat Again,1,2
Vondelpark,"Sebastian Kamae, Aylior",Vondelpark,1,1
À l'aube,"Mondo Loops, Kanisan",Terrapin,1,1
Aislin,"ENRA, Sleepermane",Tomorrows That Follow,1,3
Wool Gloves,imagiro,1 Am. Study Session,1,4
Caramellow,Purrple Cat,Sweet Dreams,1,2
February,Jay-Lounge,2 Am. Study Session,1,15
Lost,"Kanisan, no one's perfect",A Way of Existing,1,2
Those Were the Days,Kupla,Life Forms,1,6
Sashimi,"Dontcry, Glimlip",Jiro Dreams,1,3
Starside Groove,Mondo Loops,Terrapin,1,3
Snow & Sand,"j'san, Epektase",1 Am. Study Session,1,8
Stars and Chimneys,Kalaido,2 Am. Study Session,1,19
Cianite,"Fatb, Flitz&Suppe",Conscious Ego,1,1
Eventide,"brillion., No Spirit, Sitting Duck",Bedtime Stories Pt. 2,1,6
Sleep Well,SPEECHLESS,Future Feelings,1,5
Steps,dryhope,1 Am. Study Session,1,27
Violet,Lilac,Florist,1,1
Dreamscape,"brillion., Arbour, Kupla",Bedtime Stories Pt. 2,1,9
Wish You Were Mine,Sarcastic Sounds,1 Am. Study Session,1,14
Dozing Off,"mell-ø, Ambulo",Afloat Again,1,5
Crystal Lake,"Pandrezz, Epektase",Relief,1,5
Black Cherry,Purrple Cat,Sweet Dreams,1,1
Keyframe,G Mills,1 Am. Study Session,1,24
Satellite,WYS,North Pole,1,3
Chrono,Monma,Calm Lands,1,1
Further,DLJ,Night Emotions,1,3
Stay Mindful,"Chris Mazuera, tender spring, The Field Tapes",Perspective,1,5
Breath,H.1,2 Am. Study Session,1,21
Late Night Call,Jordy Chandra,1 Am. Study Session,1,22
Teasteam,"Flitz&Suppe, Mr. Käfer, SCayos",Yokai,1,4
Sugar Coat,Purrple Cat,Sweet Dreams,1,6
Pendulum,"Kanisan, no one's perfect",A Way of Existing,1,1
Affection,Casiio,Wondering,1,1
Under Your Skin,"BluntOne, Baen Mow",Cloud Surfing,1,4
Microscopic,Kupla,Life Forms,1,9
Late Night Adventure,SPEECHLESS,Future Feelings,1,2
Reflection,brillion.,Bedtime Stories Pt. 2,1,2
Decay,"Dontcry, Nokiaa",Odyssey,1,4
Jiro Dreams,"Dontcry, Glimlip, Sleepermane",Jiro Dreams,1,5
Good Night,"Oatmello, Late Era",Dove,1,6
Mr. Catchy,"Sebastian Kamae, Aylior",Vondelpark,1,3
After Thought,SPEECHLESS,Future Feelings,1,4
Dittany,"Fatb, Flitz&Suppe",Conscious Ego,1,3
Waking Up,Monma,Calm Lands,1,6
Vhs,"Spencer Hunt, WYS",2 Am. Study Session,1,5
Umbrella,Laffey,Summer Nights,1,4
Love Letter,Hoogway,Forever Ago,1,7
Waking up Slowly,"No Spirit, SAINT WKND",2 Am. Study Session,1,18
Tea House,"Mondo Loops, Kanisan",Terrapin,1,4
Nova,mell-ø,1 Am. Study Session,1,6
Abandoned,"DLJ, TABAL",Night Emotions,1,1
Reflections,BluntOne,1 Am. Study Session,1,15
Bloom,"Fatb, Tesk",Conscious Ego,1,5
Explorers,"DLJ, BIDØ",1 Am. Study Session,1,13
Over the Valley,"Jhove, Trxxshed",Lazy Sunday,1,6
Stray,softy,Sometimes I Wait for You,1,9
Back Home,Casiio,Wondering,1,2
Distant,Chris Mazuera,Dozing,1,2
Breathe,"mell-ø, Ambulo",Afloat Again,1,4
Heroes,Kupla,Life Forms,1,2
To the Sea and Back,Tom Doolie,Naoko,1,6
Dreamscape,Spencer Hunt,Sound Asleep,1,1
Signal,drkmnd,Satellite Nights,1,5
Ease Out,softy,Sometimes I Wait for You,1,4
Owls of the Night,Kupla,1 Am. Study Session,1,17
The Places We Used to Walk,"Rook1e, tender spring",1 Am. Study Session,1,3
An Unknown Journey,TABAL,Inside Space,1,1
Shade,dryhope,Contrasts,1,6
Moon Theme,"brillion., chief.",Bedtime Stories Pt. 2,1,11
Desire,"No Spirit, Fatb",Lazy Sunday,1,24
Everything (You Are),Hoogway,Forever Ago,1,8
Becoming,"Flovry, tender spring",Ages Ago,1,5
Winter's Kiss,"Chris Mazuera, tender spring",Perspective,1,4
In Your Eyes,Kupla,Kingdom in Blue,1,6
Modigliani Nudes,less.people,Online Mall Music,1,2
Fever,Psalm Trees,1 Am. Study Session,1,19
Snowflakes,"E I S U, softy",Lazy Sunday,1,26
Minimal,Oatmello,Dove,1,5
Astral Walker,"Kanisan, Mondo Loops",Lazy Sunday,1,29
Weightless,Kupla,Life Forms,1,8
Forget Me,less.people,Online Mall Music,1,9
Adieu,"C4C, kokoro",L'aventure EP,1,5
Moonlight,Laffey,Summer Nights,1,6
Winter Shells,"Mondo Loops, Kanisan",Terrapin,1,7
See U Soon (Song for Dad),tzelun,2 Am. Study Session,1,16
3 Am,"DLJ, TABAL",Lazy Sunday,1,18
Contrasts,dryhope,Contrasts,1,5
Wandering Another World,Mondo Loops,Lazy Sunday,1,25
Terrapin,Mondo Loops,Terrapin,1,5
Youth,Blue Wednesday,Discovery,1,5
Crush,Laffey,Summer Nights,1,3
Lost Thoughts,"Fatb, ZENDR",Conscious Ego,1,4
Thunderstorm,Yasumu,Way of Life,1,3
Away from Home,"Jhove, Bert",Before You Go,1,7
Childhood Memories,"mell-ø, Ambulo",Afloat Again,1,1
Ghost in My Mind,"j'san, Epektase",2 Am. Study Session,1,25
Hydrangea,Lilac,Florist,1,5
Kingdom in Blue,Kupla,Kingdom in Blue,1,8
Winter Days,Monma,Calm Lands,1,5
Snowflakes,Pandrezz,Relief,1,1
Icicles,"G Mills, Chris Mazuera, tender spring",Tranquility,1,2
Snug,softy,Sometimes I Wait for You,1,6
Recess,"Flovry, tender spring",Ages Ago,1,2
"It Will Be Different, I Swear",less.people,Online Mall Music,1,6
Tomorrows That Follow,"ENRA, Sleepermane",Tomorrows That Follow,1,7
Cuddlin,Pandrezz,1 Am. Study Session,1,21
Still Dreaming,"brillion., Pointy Features",Bedtime Stories Pt. 2,1,14
Lazyness,Nothingtosay,Introspective,1,7
Aurora Boreale,"Fatb, mell-ø",Conscious Ego,1,7
What If It All Turned out Fine,Jhove,Before You Go,1,3
Heron,Mila Coolness,Silent River,1,3
Floating Away,"Glimlip, Yasper",Lazy Sunday,1,21
Hidden Onsen,"Flitz&Suppe, Mr. Käfer",Yokai,1,3
Drive to Midnight,Mondo Loops,Terrapin,1,2
First Heartbreak,"Flovry, tender spring",Ages Ago,1,3
Pure Bliss,SPEECHLESS,Future Feelings,1,1
Serenity,Kupla,Kingdom in Blue,1,1
When She Sleeps,Pandrezz,Relief,1,3
Harmonies,Casiio,Wondering,1,3
Snaps,Monma,Calm Lands,1,4
Amber,ENRA,1 Am. Study Session,1,18
Japanese Garden,Blue Wednesday,Discovery,1,3
No Return,TABAL,Inside Space,1,5
Monk Serenity,BluntOne,Cloud Surfing,1,3
Last Alive,drkmnd,Satellite Nights,1,6
Honey & Lemon,Lilac,2 Am. Study Session,1,8
Sunray,Kupla,Kingdom in Blue,1,4
I'm Sorry,"Glimlip, Yasper",1 Am. Study Session,1,5
Midnight Snack,Purrple Cat,2 Am. Study Session,1,12
Soft-Spoken,"ENRA, Sleepermane",Tomorrows That Follow,1,6
Before the Rain Comes,softy,Sometimes I Wait for You,1,2
Lush,Casiio,Wondering,1,4
Far Away,"Nothingtosay, Zeyn",Introspective,1,5
Eons,Kupla,Life Forms,1,1
Single Phial,HM Surf,1 Am. Study Session,1,9
Memories,"brillion., Chris Mazuera",Bedtime Stories Pt. 2,1,13
Cleared Sky,Nothingtosay,Introspective,1,1
Kodamas Path,"Flitz&Suppe, Mr. Käfer",Yokai,1,2
Backpack City,"Flovry, tender spring",Ages Ago,1,4
Carousel,Hoogway,Forever Ago,1,2
Gloomy,Laffey,Summer Nights,1,5
Different Waves,"Hoogway, Nohone, Tohaj",Forever Ago,1,4
Twilight,Kupla,Life Forms,1,13
Abundance,"Chris Mazuera, tender spring",Perspective,1,2
Cascadia,"Blue Wednesday, Dillan Witherow",Discovery,1,4
Ships,"Elior, eaup",2 Am. Study Session,1,4
Obscurity,Chris Mazuera,Dozing,1,1
Someday,dryhope,Contrasts,1,3
Infused,"Yasper, Glimlip",2 Am. Study Session,1,13
A While,A[way],Frozen Roses,1,1
Satellite Nights,drkmnd,Satellite Nights,1,2
Enough to Go Around,less.people,Online Mall Music,1,7
Meteor Shower,"drkmnd, Ambulo",Satellite Nights,1,1
Ice Field,WYS,North Pole,1,1
Snowman,WYS,1 Am. Study Session,1,1
Station,kudo,Staring Through,1,4
Home Pour,less.people,Online Mall Music,1,5
Antarctic Sunrise,BluntOne,Cloud Surfing,1,1
Lunar Drive,Mondo Loops,1 Am. Study Session,1,26
Isolated,"Casiio, Dontcry",Wondering,1,7
Slow,kudo,Staring Through,1,7
Back When,"Jhove, tender spring",Before You Go,1,6
A Meditation,"Kanisan, no one's perfect",A Way of Existing,1,3
C U in Class!,"Flovry, tender spring",Ages Ago,1,6
First Snow,"Chris Mazuera, tender spring",Perspective,1,1
Wondering,Casiio,Wondering,1,6
Nighttime,Laffey,Summer Nights,1,2
Sunday Fog,goosetaf,Perpetual,1,5
Just Hold On,Pandrezz,Relief,1,6
I Can’t Sleep,Nothingtosay,Introspective,1,4
Laid Up,less.people,Online Mall Music,1,3
Escape,"Jhove, kokoro",Before You Go,1,1
Skyline,"Hoogway, DLJ",Forever Ago,1,6
Rest Your Head,G Mills,Tranquility,1,6
Night Owls,"Sleepermane, Casiio",2 Am. Study Session,1,17
Stray,Casiio,Lazy Sunday,1,12
Roots,Kupla,Kingdom in Blue,1,7
Empty Shelves,Team Astro,Hush,1,5
Far Away,Mila Coolness,Silent River,1,7
Orchid,Lilac,Florist,1,2
Sunshower,G Mills,Tranquility,1,4
Since,"Dontcry, Nokiaa",Odyssey,1,3
Aurora,"brillion., Tom Doolie, Monma",Bedtime Stories Pt. 2,1,15
Leafy Breeze,Yasumu,Way of Life,1,4
A Waltz for My Best Friend,Kupla,Life Forms,1,3
Essenced,Oatmello,Dove,1,4
Lush,G Mills,Tranquility,1,1
Rain on Sunday,Tom Doolie,Naoko,1,2
Full Tide,"goosetaf, HM Surf",Perpetual,1,4
Channel 12,"Flovry, tender spring",Ages Ago,1,1
Late Night Latte,Purrple Cat,Sweet Dreams,1,3
Cotton Cloud,Fatb,1 Am. Study Session,1,2
Untold Stories,Yasumu,Lazy Sunday,1,23
Carried Away,"goosetaf, The Field Tapes, Francis",1 Am. Study Session,1,7
Journey,"brillion., TyLuv.",Bedtime Stories Pt. 2,1,10
Warm Inside,softy,Sometimes I Wait for You,1,7
Hello,"C4C, kokoro",L'aventure EP,1,1
Nightlight,"brillion., Nolfo",Bedtime Stories Pt. 2,1,3
Remorse,Thaehan,Lazy Sunday,1,14
Building a New Life,Celestial Alignment,Lazy Sunday,1,10
L'aventure,"C4C, kokoro",L'aventure EP,1,3
Sleepy,Spencer Hunt,Sound Asleep,1,5
Take Me Back,WYS,North Pole,1,4
Ato,"Flitz&Suppe, Mr. Käfer, Kupla",Yokai,1,7
Dontyouknow,"Sebastian Kamae, Aylior",Vondelpark,1,4
Day 12,Chris Mazuera,Dozing,1,4
Mmmm,"G Mills, HM Surf",Lazy Sunday,1,16
I Am Not Lost,Nothingtosay,Introspective,1,6
Puddles,E I S U,2 Am. Study Session,1,7
Frosted Wood,A[way],Frozen Roses,1,2
When the Sun Goes Down,brillion.,Bedtime Stories Pt. 2,1,1
Pale Moon,"Dr. Dundiff, Allem Iversom",2 Am. Study Session,1,6
Q&A,"Sebastian Kamae, Aylior",Vondelpark,1,2
Driftwood,"Blue Wednesday, Middle School, tender spring",Discovery,1,2
Maki,"Dontcry, Glimlip",Jiro Dreams,1,1
Meet You in the Park,Monma,Calm Lands,1,2
Blue Afternoon,"Nothingtosay, midnight alpha.",Introspective,1,2
Dozing,Chris Mazuera,Dozing,1,5
Inside Space,TABAL,Inside Space,1,3
Rem,"brillion., Strehlow",Bedtime Stories Pt. 2,1,4
Compassion,"steezy prime, Spencer Hunt",2 Am. Study Session,1,10
Espresso,Aso,1 Am. Study Session,1,11
Gates of Heaven,BluntOne,Cloud Surfing,1,2
Mariana,"ENRA, Sleepermane",Tomorrows That Follow,1,1
Warm Nights,A[way],Frozen Roses,1,5
Gloom,"mell-ø, Ambulo",Afloat Again,1,7
Cruisin',"Elior, eaup",Lazy Sunday,1,7
Edamame,"Dontcry, Glimlip",Jiro Dreams,1,4
Menthol Breathing,"TABAL, Tah.",Inside Space,1,4
Lullaby,Team Astro,Hush,1,4
Sylvan,Kupla,Life Forms,1,14
Frozen Snow,A[way],Frozen Roses,1,3
Safe Haven,Kupla,Life Forms,1,16
"I Love You, Goodnight",Spencer Hunt,Sound Asleep,1,6
The Docks,DLJ,Night Emotions,1,4
Ur So F**kInG cOoL,Tones And I,Ur So F**kInG cOoL,1,1
Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,1,2
How Bout Now (Text Voter XX to 40649),"grandson, phem",Text Voter XX to 40649,1,1
Love Of My Life - Remastered 2011,Queen,A Night At The Opera (Deluxe Edition 2011 Remaster),1,9
You Give Love A Bad Name,Bon Jovi,Slippery When Wet,1,2
Stairway to Heaven - Remaster,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),1,4
Do I Wanna Know?,Arctic Monkeys,AM,1,1
Road Trippin',Red Hot Chili Peppers,Californication (Deluxe Edition),1,15
My Smile Is Extinct,Kane Strang,Two Hearts and No Brain,1,7
Heart-Shaped Box,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,1,3
Cold as Ice - 2008 Remaster,Foreigner,No End in Sight: The Very Best of Foreigner,1,3
Bohemian Rhapsody - 2011 Mix,Queen,A Night At The Opera (Deluxe Remastered Version),1,11
Black Holes (Solid Ground),The Blue Stones,Black Holes Demos,1,1
Wonderwall - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],1,3
"Wonderwall - Live from Spotify Sessions, Metropolis Studios, London",Liam Gallagher,Spotify Singles,1,2
All Washed Out,DREAMERS,FLY,1,4
Novocaine,The Unlikely Candidates,Novocaine,1,1
Happy Pills,Weathers,Happy Pills,1,1
Let's Dance to Joy Division,The Wombats,"Proudly Present... A Guide to Love, Loss & Desperation",1,8
Miracle Pill,The Goo Goo Dolls,Miracle Pill,1,1
Tip Toes,half•alive,3,1,3
Never There,Sum 41,Never There,1,1
High While the World Ends,KROWNS,High While the World Ends,1,1
Ain't No Rest for the Wicked,Cage The Elephant,Cage The Elephant,1,3
Boulevard of Broken Dreams,Green Day,Boulevard of Broken Dreams,1,1
Midnight Thoughts,Set It Off,Midnight,1,8
Rx (Medicate),Theory of a Deadman,Rx (Medicate),1,1
Night Running,"Cage The Elephant, Beck",Night Running,1,1
Lonely Dance,Set It Off,Midnight,1,3
Call Me Sir (feat. Cam & Travie McCoy),"Train, Cam, Travie McCoy",Call Me Sir (feat. Cam & Travie McCoy),1,1
HEY CHILD,X Ambassadors,HEY CHILD,1,1
Who I Am,The Score,ATLAS,1,7
Obey (with YUNGBLUD),"Bring Me The Horizon, YUNGBLUD",Obey (with YUNGBLUD),1,1
Throne,Bring Me The Horizon,That's The Spirit (Track by Track Commentary),1,6
Drown,Bring Me The Horizon,That's The Spirit (Track by Track Commentary),1,18
Follow You,Bring Me The Horizon,That's The Spirit (Track by Track Commentary),1,10
Happy Song,Bring Me The Horizon,That's The Spirit (Track by Track Commentary),1,4
True Friends,Bring Me The Horizon,That's The Spirit (Track by Track Commentary),1,8
Avalanche,Bring Me The Horizon,That's The Spirit,1,7
Oh No,Bring Me The Horizon,That's The Spirit,1,11
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",Hollywood's Bleeding,1,9
Trop beau,Crisologo,Trop beau,1,1
Breeze,Jermango Dreaming,Breeze,1,1
Crystalised,The xx,xx,1,3
Follow My Girl,The Japanese House,Good at Falling,1,6
Taro,alt-J,An Awesome Wave,1,13
I Want It All,Arctic Monkeys,AM,1,5
Daddy Issues,The Neighbourhood,Wiped Out!,1,6
Cold Cold Cold,Cage The Elephant,Tell Me I'm Pretty,1,5
Tennis Court,Lorde,Pure Heroine (Extended),1,1
Um Olho Pra Dois,"Sidoka, Pexande",Doka Language,1,1
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),"Lil Peep, ILOVEMAKONNEN, Fall Out Boy",I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),1,1
YOSEMITE,Travis Scott,ASTROWORLD,1,12
HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,1
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,9
2U (feat. Justin Bieber),"David Guetta, Justin Bieber",2U (feat. Justin Bieber),1,1
505,Arctic Monkeys,Favourite Worst Nightmare,1,12
Ignorance,Paramore,Brand New Eyes,1,2
Brick by Boring Brick,Paramore,Brand New Eyes,1,4
A Bela e a Fera 2,"Xamã, CMK",Pecado Capital,1,7
I Write Sins Not Tragedies,Panic! At The Disco,A Fever You Can't Sweat Out,1,10
Mary On A Cross,Ghost,Seven Inches Of Satanic Panic,1,2
Cirice,Ghost,Meliora,1,3
Bixinho - Lux & Tróia Remix,"Lux & Tróia, DUDA BEAT",Bixinho (Lux & Tróia Remix),1,1
Kiss Me Thru The Phone,"Soulja Boy, Sammie",iSouljaBoyTellem,1,6
Crimewave,Crystal Castles,Crystal Castles,1,3
Go,The Chemical Brothers,Born In The Echoes,1,2
Doce,Boogarins,As Plantas Que Curam,1,7
